layer1,layer2,layer3,activation_function_layer1,activation_function_layer2,activation_function_layer3,dropout_layer1,dropout_layer2,dropout_layer3,layer1_regularizer,layer2_regularizer,layer3_regularizer,optimizer,autoencoder,balanced,formula,scaled,model_id,training_AUC,cutoff,training_AUC2,training_AUC_lower95CI,training_AUC_upper95CI,training_Accuracy,training_Sensitivity,training_Specificity,training_PPV,training_NPV,training_F1,test_Accuracy,test_Sensitivity,test_Specificity,test_PPV,test_NPV,test_F1,valid_Accuracy,valid_Sensitivity,valid_Specificity,valid_PPV,valid_NPV,valid_F1,name,worth_saving,training_time
4,0,0,selu,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,sgd,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,642-SMOTE-1662054865,0.5,-Inf,0.5,0.5,0.5,0.5,1,0,0.5,,0.666666666666667,0.576923076923077,1,0,0.576923076923077,,0.731707317073171,0.576923076923077,1,0,0.576923076923077,,0.731707317073171,deeplearning_642-SMOTE-1662054865,FALSE,1.55478593508402
5,0,0,selu,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,sgd,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,643-SMOTE-1662054895,0.539823008849558,0.520710408687592,0.460176991150443,0.441536358855295,0.47881762344559,0.5,1,0,0.5,,0.666666666666667,0.576923076923077,1,0,0.576923076923077,,0.731707317073171,0.576923076923077,1,0,0.576923076923077,,0.731707317073171,deeplearning_643-SMOTE-1662054895,FALSE,1.65962101221085
6,0,0,selu,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,sgd,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,644-SMOTE-1662054949,0.391592920353982,-Inf,0.608407079646018,0.570696787531835,0.646117371760201,0.5,1,0,0.5,,0.666666666666667,0.576923076923077,1,0,0.576923076923077,,0.731707317073171,0.576923076923077,1,0,0.576923076923077,,0.731707317073171,deeplearning_644-SMOTE-1662054949,FALSE,1.4632404088974
7,0,0,selu,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,sgd,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,645-SMOTE-1662054951,0.504424778761062,0.526719272136688,0.495575221238938,0.479573644536022,0.511576797941854,0.5,1,0,0.5,,0.666666666666667,0.576923076923077,1,0,0.576923076923077,,0.731707317073171,0.576923076923077,1,0,0.576923076923077,,0.731707317073171,deeplearning_645-SMOTE-1662054951,FALSE,1.75804806947708
8,0,0,selu,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,sgd,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,646-SMOTE-1662054958,0.506637168141593,0.60442042350769,0.493362831858407,0.472252056276973,0.514473607439841,0.5,1,0,0.5,,0.666666666666667,0.576923076923077,1,0,0.576923076923077,,0.731707317073171,0.576923076923077,1,0,0.576923076923077,,0.731707317073171,deeplearning_646-SMOTE-1662054958,FALSE,1.73622536659241
9,0,0,selu,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,sgd,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,647-SMOTE-1662054959,0.5,-Inf,0.5,0.5,0.5,0.5,1,0,0.5,,0.666666666666667,0.576923076923077,1,0,0.576923076923077,,0.731707317073171,0.576923076923077,1,0,0.576923076923077,,0.731707317073171,deeplearning_647-SMOTE-1662054959,FALSE,1.89393542607625
10,0,0,selu,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,sgd,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,648-SMOTE-1662054963,0.5,-Inf,0.5,0.5,0.5,0.5,1,0,0.5,,0.666666666666667,0.576923076923077,1,0,0.576923076923077,,0.731707317073171,0.576923076923077,1,0,0.576923076923077,,0.731707317073171,deeplearning_648-SMOTE-1662054963,FALSE,1.47513779004415
2,0,0,relu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,649-SMOTE-1662054974,0.838887148562926,0.582795321941376,0.838887148562926,0.802554978218621,0.87521931890723,0.77212389380531,0.752212389380531,0.792035398230089,0.783410138248848,0.761702127659574,0.767494356659142,0.753846153846154,0.746666666666667,0.763636363636364,0.811594202898551,0.688524590163935,0.777777777777778,0.753846153846154,0.746666666666667,0.763636363636364,0.811594202898551,0.688524590163935,0.777777777777778,deeplearning_649-SMOTE-1662054974,TRUE,7.09220196008682
3,0,0,relu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,650-SMOTE-1662054993,0.876673976035712,0.481053292751312,0.876673976035712,0.844948899970026,0.908399052101397,0.811946902654867,0.86283185840708,0.761061946902655,0.783132530120482,0.847290640394089,0.821052631578947,0.823076923076923,0.88,0.745454545454546,0.825,0.82,0.851612903225806,0.823076923076923,0.88,0.745454545454546,0.825,0.82,0.851612903225806,deeplearning_650-SMOTE-1662054993,TRUE,5.08743394215902
4,0,0,relu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,651-SMOTE-1662054994,0.856605842274258,0.704385221004486,0.856605842274258,0.822040188163897,0.891171496384619,0.798672566371681,0.756637168141593,0.84070796460177,0.826086956521739,0.775510204081633,0.789838337182448,0.869230769230769,0.853333333333333,0.890909090909091,0.914285714285714,0.816666666666667,0.882758620689655,0.869230769230769,0.853333333333333,0.890909090909091,0.914285714285714,0.816666666666667,0.882758620689655,deeplearning_651-SMOTE-1662054994,TRUE,4.90360082387924
5,0,0,relu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,652-SMOTE-1662055037,0.881079176129689,0.670260936021805,0.881079176129689,0.849641600015106,0.912516752244272,0.814159292035398,0.79646017699115,0.831858407079646,0.825688073394495,0.803418803418803,0.810810810810811,0.792307692307692,0.826666666666667,0.745454545454546,0.815789473684211,0.759259259259259,0.821192052980132,0.792307692307692,0.826666666666667,0.745454545454546,0.815789473684211,0.759259259259259,0.821192052980132,deeplearning_652-SMOTE-1662055037,TRUE,5.6337855497996
6,0,0,relu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,653-SMOTE-1662055052,0.857839298300572,0.45015099644661,0.857839298300572,0.823396682382109,0.892281914219035,0.780973451327434,0.831858407079646,0.730088495575221,0.755020080321285,0.812807881773399,0.791578947368421,0.807692307692308,0.906666666666667,0.672727272727273,0.790697674418605,0.840909090909091,0.84472049689441,0.807692307692308,0.906666666666667,0.672727272727273,0.790697674418605,0.840909090909091,0.84472049689441,deeplearning_653-SMOTE-1662055052,TRUE,4.30804549853007
7,0,0,relu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,654-SMOTE-1662055057,0.855078706241679,0.699013084173203,0.855078706241679,0.820638458919234,0.889518953564124,0.783185840707965,0.738938053097345,0.827433628318584,0.810679611650486,0.760162601626016,0.773148148148148,0.838461538461539,0.84,0.836363636363636,0.875,0.793103448275862,0.857142857142857,0.838461538461539,0.84,0.836363636363636,0.875,0.793103448275862,0.857142857142857,deeplearning_654-SMOTE-1662055057,TRUE,5.24943869908651
8,0,0,relu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,655-SMOTE-1662055062,0.873580546636385,0.783181577920914,0.873580546636385,0.841760640303442,0.905400452969328,0.785398230088496,0.70353982300885,0.867256637168142,0.841269841269841,0.745247148288973,0.766265060240964,0.776923076923077,0.706666666666667,0.872727272727273,0.883333333333333,0.685714285714286,0.785185185185185,0.776923076923077,0.706666666666667,0.872727272727273,0.883333333333333,0.685714285714286,0.785185185185185,deeplearning_655-SMOTE-1662055062,TRUE,5.28700329065323
9,0,0,relu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,656-SMOTE-1662055073,0.897427363145117,0.721015810966492,0.897427363145117,0.868527447337692,0.926327278952542,0.829646017699115,0.778761061946903,0.880530973451327,0.866995073891626,0.799196787148594,0.82051282051282,0.807692307692308,0.786666666666667,0.836363636363636,0.867647058823529,0.741935483870968,0.825174825174825,0.807692307692308,0.786666666666667,0.836363636363636,0.867647058823529,0.741935483870968,0.825174825174825,deeplearning_656-SMOTE-1662055073,TRUE,5.55977839231491
10,0,0,relu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,657-SMOTE-1662055095,0.895312867100008,0.661615669727325,0.895312867100008,0.865895546738621,0.924730187461394,0.831858407079646,0.827433628318584,0.836283185840708,0.834821428571429,0.828947368421053,0.831111111111111,0.823076923076923,0.84,0.8,0.851351351351351,0.785714285714286,0.845637583892617,0.823076923076923,0.84,0.8,0.851351351351351,0.785714285714286,0.845637583892617,deeplearning_657-SMOTE-1662055095,TRUE,5.75624688069026
2,0,0,sigmoid,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,658-SMOTE-1662055113,0.868764194533636,0.524884223937988,0.868764194533636,0.835576986584139,0.901951402483133,0.798672566371681,0.902654867256637,0.694690265486726,0.747252747252747,0.877094972067039,0.817635270541082,0.861538461538462,0.946666666666667,0.745454545454546,0.835294117647059,0.911111111111111,0.8875,0.861538461538462,0.946666666666667,0.745454545454546,0.835294117647059,0.911111111111111,0.8875,deeplearning_658-SMOTE-1662055113,TRUE,4.52584688266118
3,0,0,sigmoid,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,659-SMOTE-1662055288,0.803312710470671,0.630784034729004,0.803312710470671,0.763546343473405,0.843079077467938,0.743362831858407,0.88495575221239,0.601769911504425,0.689655172413793,0.839506172839506,0.775193798449612,0.746153846153846,0.893333333333333,0.545454545454545,0.728260869565217,0.789473684210526,0.802395209580838,0.746153846153846,0.893333333333333,0.545454545454545,0.728260869565217,0.789473684210526,0.802395209580838,deeplearning_659-SMOTE-1662055288,TRUE,4.40095106363296
4,0,0,sigmoid,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,660-SMOTE-1662055298,0.86657138382019,0.786583065986633,0.86657138382019,0.833509476915122,0.899633290725257,0.789823008849558,0.68141592920354,0.898230088495575,0.870056497175141,0.738181818181818,0.764267990074442,0.730769230769231,0.626666666666667,0.872727272727273,0.87037037037037,0.631578947368421,0.728682170542636,0.730769230769231,0.626666666666667,0.872727272727273,0.87037037037037,0.631578947368421,0.728682170542636,deeplearning_660-SMOTE-1662055298,TRUE,6.52350700696309
5,0,0,sigmoid,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,661-SMOTE-1662055310,0.836674759182395,0.712558448314667,0.836674759182395,0.800347861115888,0.873001657248902,0.778761061946903,0.752212389380531,0.805309734513274,0.794392523364486,0.764705882352941,0.772727272727273,0.769230769230769,0.733333333333333,0.818181818181818,0.846153846153846,0.692307692307692,0.785714285714286,0.769230769230769,0.733333333333333,0.818181818181818,0.846153846153846,0.692307692307692,0.785714285714286,deeplearning_661-SMOTE-1662055310,TRUE,6.24088179270426
6,0,0,sigmoid,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,662-SMOTE-1662055372,0.885347325554076,0.66882860660553,0.885347325554076,0.854665592468984,0.916029058639168,0.816371681415929,0.747787610619469,0.88495575221239,0.866666666666667,0.778210116731518,0.802850356294537,0.838461538461539,0.8,0.890909090909091,0.909090909090909,0.765625,0.851063829787234,0.838461538461539,0.8,0.890909090909091,0.909090909090909,0.765625,0.851063829787234,deeplearning_662-SMOTE-1662055372,TRUE,6.44612613916397
7,0,0,sigmoid,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,663-SMOTE-1662055375,0.843233612655651,0.563851058483124,0.843233612655651,0.80718697646374,0.879280248847561,0.77212389380531,0.81858407079646,0.725663716814159,0.748987854251012,0.8,0.782241014799154,0.823076923076923,0.88,0.745454545454546,0.825,0.82,0.851612903225806,0.823076923076923,0.88,0.745454545454546,0.825,0.82,0.851612903225806,deeplearning_663-SMOTE-1662055375,TRUE,5.33129015366236
8,0,0,sigmoid,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,664-SMOTE-1662055380,0.861187250371995,0.567973673343658,0.861187250371995,0.827542062626679,0.89483243811731,0.805309734513274,0.871681415929204,0.738938053097345,0.76953125,0.852040816326531,0.817427385892116,0.846153846153846,0.906666666666667,0.763636363636364,0.839506172839506,0.857142857142857,0.871794871794872,0.846153846153846,0.906666666666667,0.763636363636364,0.839506172839506,0.857142857142857,0.871794871794872,deeplearning_664-SMOTE-1662055380,TRUE,4.72577134768168
9,0,0,sigmoid,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,665-SMOTE-1662055384,0.872621191949252,0.543689489364624,0.872621191949252,0.839902755215656,0.905339628682848,0.805309734513274,0.761061946902655,0.849557522123894,0.83495145631068,0.780487804878049,0.796296296296296,0.846153846153846,0.826666666666667,0.872727272727273,0.898550724637681,0.786885245901639,0.861111111111111,0.846153846153846,0.826666666666667,0.872727272727273,0.898550724637681,0.786885245901639,0.861111111111111,deeplearning_665-SMOTE-1662055384,TRUE,5.10383717616399
10,0,0,sigmoid,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,666-SMOTE-1662055400,0.826767953637716,0.535560339689255,0.826767953637716,0.788635811479255,0.864900095796178,0.767699115044248,0.738938053097345,0.79646017699115,0.784037558685446,0.753138075313808,0.760820045558087,0.784615384615385,0.773333333333333,0.8,0.840579710144928,0.721311475409836,0.805555555555556,0.784615384615385,0.773333333333333,0.8,0.840579710144928,0.721311475409836,0.805555555555556,deeplearning_666-SMOTE-1662055400,TRUE,3.69203338623047
2,0,0,selu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,667-SMOTE-1662055406,0.850967186153967,0.812225639820099,0.850967186153967,0.8155410144746,0.886393357833333,0.79646017699115,0.694690265486726,0.898230088495575,0.872222222222222,0.746323529411765,0.773399014778325,0.746153846153846,0.68,0.836363636363636,0.85,0.657142857142857,0.755555555555556,0.746153846153846,0.68,0.836363636363636,0.85,0.657142857142857,0.755555555555556,deeplearning_667-SMOTE-1662055406,TRUE,5.08939101696014
3,0,0,selu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,668-SMOTE-1662055441,0.849185527449291,0.678119599819183,0.849185527449291,0.814655927676824,0.883715127221758,0.765486725663717,0.761061946902655,0.769911504424779,0.767857142857143,0.763157894736842,0.764444444444445,0.815384615384615,0.84,0.781818181818182,0.84,0.781818181818182,0.84,0.815384615384615,0.84,0.781818181818182,0.84,0.781818181818182,0.84,deeplearning_668-SMOTE-1662055441,TRUE,7.40952087640762
4,0,0,selu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,669-SMOTE-1662055552,0.836948860521576,0.703513979911804,0.836948860521576,0.800194937577985,0.873702783465166,0.763274336283186,0.712389380530973,0.814159292035398,0.793103448275862,0.738955823293173,0.750582750582751,0.761538461538462,0.733333333333333,0.8,0.833333333333333,0.6875,0.780141843971631,0.761538461538462,0.733333333333333,0.8,0.833333333333333,0.6875,0.780141843971631,deeplearning_669-SMOTE-1662055552,TRUE,5.6905868212382
5,0,0,selu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,670-SMOTE-1662055621,0.890790195003524,0.77543717622757,0.890790195003524,0.860802840785116,0.920777549221932,0.827433628318584,0.752212389380531,0.902654867256637,0.885416666666667,0.784615384615385,0.813397129186603,0.792307692307692,0.746666666666667,0.854545454545455,0.875,0.712121212121212,0.805755395683453,0.792307692307692,0.746666666666667,0.854545454545455,0.875,0.712121212121212,0.805755395683453,deeplearning_670-SMOTE-1662055621,TRUE,5.84900257190069
6,0,0,selu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,671-SMOTE-1662055663,0.849342156785966,0.629442095756531,0.849342156785966,0.814106614030823,0.884577699541109,0.77212389380531,0.778761061946903,0.765486725663717,0.768558951965066,0.775784753363229,0.773626373626374,0.746153846153846,0.773333333333333,0.709090909090909,0.783783783783784,0.696428571428572,0.778523489932886,0.746153846153846,0.773333333333333,0.709090909090909,0.783783783783784,0.696428571428572,0.778523489932886,deeplearning_671-SMOTE-1662055663,TRUE,6.4804073770841
7,0,0,selu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,672-SMOTE-1662055685,0.873404338632626,0.446431219577789,0.873404338632626,0.841585484343499,0.905223192921753,0.789823008849558,0.849557522123894,0.730088495575221,0.758893280632411,0.829145728643216,0.801670146137787,0.823076923076923,0.88,0.745454545454546,0.825,0.82,0.851612903225806,0.823076923076923,0.88,0.745454545454546,0.825,0.82,0.851612903225806,deeplearning_672-SMOTE-1662055685,TRUE,6.58697567780813
8,0,0,selu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,673-SMOTE-1662055689,0.828608348343645,0.653843879699707,0.828608348343645,0.790875007833972,0.866341688853317,0.761061946902655,0.769911504424779,0.752212389380531,0.756521739130435,0.765765765765766,0.763157894736842,0.761538461538462,0.786666666666667,0.727272727272727,0.797297297297297,0.714285714285714,0.791946308724832,0.761538461538462,0.786666666666667,0.727272727272727,0.797297297297297,0.714285714285714,0.791946308724832,deeplearning_673-SMOTE-1662055689,TRUE,3.16948732932409
